rank_date,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation
22-10-1993,129,Antigua and Barbuda,ATG,0,6,-2,CONCACAF
22-10-1993,130,Slovenia,SVN,0,5,-2,UEFA
22-10-1993,131,Guinea-Bissau,GNB,0,5,-1,CAF
22-10-1993,132,Belarus,BLR,0,5,-1,UEFA
22-10-1993,133,Vietnam,VIE,0,4,0,AFC
22-10-1993,134,Guyana,GUY,0,4,0,CONCACAF
22-10-1993,135,Lesotho,LES,0,4,0,CAF
22-10-1993,136,St Lucia,LCA,0,4,1,CONCACAF
22-10-1993,137,Botswana,BOT,0,4,-1,CAF
22-10-1993,138,Tahiti,TAH,0,4,0,OFC
22-10-1993,139,Grenada,GRN,0,3,0,CONCACAF
22-10-1993,140,Haiti,HAI,0,3,0,CONCACAF
22-10-1993,141,Laos,LAO,0,2,0,AFC
22-10-1993,142,Cape Verde Islands,CPV,0,2,0,CAF
22-10-1993,143,Mauritania,MTN,0,2,1,CAF
22-10-1993,144,Pakistan,PAK,0,1,5,AFC
22-10-1993,145,Solomon Islands,SOL,0,2,-2,OFC
22-10-1993,146,Brunei Darussalam,BRU,0,1,-1,AFC
22-10-1993,148,Libya,LBY,0,1,-1,CAF
22-10-1993,149,Dominican Republic,DOM,0,1,-1,CONCACAF
22-10-1993,150,Nicaragua,NCA,0,0,0,CONCACAF
22-10-1993,151,Cuba,CUB,0,0,0,CONCACAF
22-10-1993,152,Gambia,GAM,0,0,0,CAF
22-10-1993,153,Seychelles,SEY,0,0,-1,CAF
22-10-1993,153,Central African Republic,CTA,0,0,1,CAF
22-10-1993,155,Namibia,NAM,0,0,0,CAF
22-10-1993,156,Cayman Islands,CAY,0,0,0,CONCACAF
22-10-1993,157,Liechtenstein,LIE,0,0,0,UEFA
22-10-1993,158,Chinese Taipei,TPE,0,0,1,AFC
22-10-1993,159,Sri Lanka,SRI,0,0,2,AFC
22-10-1993,159,Equatorial Guinea,EQG,0,0,0,CAF
22-10-1993,159,Nepal,NEP,0,0,-1,AFC
22-10-1993,162,Philippines,PHI,0,0,0,AFC
22-10-1993,163,Vanuatu,VAN,0,0,1,OFC
22-10-1993,164,Chad,CHA,0,0,-1,CAF
22-10-1993,165,Aruba,ARU,0,0,0,CONCACAF
22-10-1993,166,Bahamas,BAH,0,0,0,CONCACAF
22-10-1993,166,Macau,MAC,0,0,0,AFC
22-10-1993,166,Maldives,MDV,0,0,0,AFC
19-11-1993,1,Italy,ITA,0,58,2,UEFA
19-11-1993,2,Netherlands,NED,0,55,4,UEFA
19-11-1993,3,Germany,GER,0,58,1,UEFA
19-11-1993,4,Brazil,BRA,0,58,-3,CONMEBOL
19-11-1993,5,Norway,NOR,0,58,-3,UEFA
19-11-1993,6,Denmark,DEN,0,57,-1,UEFA
19-11-1993,7,Spain,ESP,0,55,0,UEFA
19-11-1993,8,England,ENG,0,54,2,UEFA
19-11-1993,9,Switzerland,SUI,0,53,4,UEFA
19-11-1993,9,Argentina,ARG,0,55,0,CONMEBOL
19-11-1993,11,Sweden,SWE,0,55,-3,UEFA
19-11-1993,12,Romania,ROU,0,52,3,UEFA
19-11-1993,13,Republic of Ireland,IRL,0,54,-2,UEFA
19-11-1993,14,Russia,RUS,0,54,-3,UEFA
19-11-1993,15,France,FRA,0,52,-1,UEFA
19-11-1993,16,Nigeria,NGA,0,51,0,CAF
19-11-1993,17,Mexico,MEX,0,50,1,CONCACAF
19-11-1993,18,Uruguay,URU,0,51,-1,CONMEBOL
19-11-1993,19,RCS,TCH,0,47,2,UEFA
19-11-1993,20,Portugal,POR,0,49,0,UEFA
19-11-1993,21,Colombia,COL,0,49,-2,CONMEBOL
19-11-1993,22,Belgium,BEL,0,45,2,UEFA
19-11-1993,23,Bulgaria,BUL,0,42,9,UEFA
19-11-1993,24,Cameroon,CMR,0,46,-2,CAF
19-11-1993,25,Scotland,SCO,0,43,4,UEFA
19-11-1993,26,Poland,POL,0,46,-3,UEFA
19-11-1993,27,USA,USA,0,44,-1,CONCACAF
19-11-1993,28,Wales,WAL,0,44,0,UEFA
19-11-1993,29,Zambia,ZAM,0,45,-4,CAF
19-11-1993,30,Morocco,MAR,0,43,0,CAF
19-11-1993,31,Egypt,EGY,0,44,-4,CAF
19-11-1993,32,Greece,GRE,0,39,4,UEFA
19-11-1993,33,Algeria,ALG,0,42,-2,CAF
19-11-1993,34,Ivory Coast,CIV,0,41,-1,CAF
19-11-1993,35,Austria,AUT,0,40,-1,UEFA
19-11-1993,36,Tunisia,TUN,0,40,-1,CAF
19-11-1993,37,Costa Rica,CRC,0,37,1,CONCACAF
19-11-1993,38,Saudi Arabia,KSA,0,34,8,AFC
19-11-1993,39,Korea Republic,KOR,0,38,-2,AFC
19-11-1993,40,Honduras,HON,0,37,-1,CONCACAF
19-11-1993,41,Ghana,GHA,0,36,-1,CAF
19-11-1993,42,Northern Ireland,NIR,0,36,0,UEFA
19-11-1993,43,Japan,JPN,0,34,1,AFC
19-11-1993,44,Finland,FIN,0,34,1,UEFA
19-11-1993,45,Iceland,ISL,0,33,5,UEFA
19-11-1993,46,Zimbabwe,ZIM,0,36,-3,CAF
19-11-1993,47,Ecuador,ECU,0,36,-6,CONMEBOL
19-11-1993,48,Canada,CAN,0,34,-1,CONCACAF
19-11-1993,49,Australia,AUS,0,29,12,AFC
19-11-1993,50,Hungary,HUN,0,33,-1,UEFA
19-11-1993,51,Turkey,TUR,0,27,16,UEFA
19-11-1993,52,China PR,CHN,0,34,-4,AFC
19-11-1993,53,Chile,CHI,0,31,-1,CONMEBOL
19-11-1993,54,Qatar,QAT,0,32,-3,AFC
19-11-1993,55,United Arab Emirates,UAE,0,31,0,AFC
19-11-1993,56,Gabon,GAB,0,31,-2,CAF
19-11-1993,57,Korea DPR,PRK,0,30,1,AFC
19-11-1993,58,IR Iran,IRN,0,30,1,AFC
19-11-1993,59,Bolivia,BOL,0,31,-6,CONMEBOL
19-11-1993,60,Israel,ISR,0,28,6,UEFA
19-11-1993,61,Paraguay,PAR,0,31,-5,CONMEBOL
19-11-1993,62,Guinea,GUI,0,29,1,CAF
19-11-1993,63,Senegal,SEN,0,30,-6,CAF
19-11-1993,64,Kuwait,KUW,0,29,-2,AFC
19-11-1993,65,El Salvador,SLV,0,29,-5,CONCACAF
19-11-1993,66,Iraq,IRQ,0,29,-2,AFC
19-11-1993,67,Yugoslavia,YUG,0,28,-2,UEFA
19-11-1993,68,Thailand,THA,0,26,0,AFC
19-11-1993,69,Malawi,MWI,0,26,0,CAF
19-11-1993,70,Zaire,ZAI,0,25,0,CAF
19-11-1993,71,Peru,PER,0,25,0,CONMEBOL
19-11-1993,72,Kenya,KEN,0,25,0,CAF
19-11-1993,73,Cyprus,CYP,0,23,2,UEFA
19-11-1993,74,Singapore,SIN,0,23,0,AFC
19-11-1993,75,Mali,MLI,0,24,-2,CAF
19-11-1993,76,New Zealand,NZL,0,21,1,OFC
19-11-1993,77,Malaysia,MAS,0,21,2,AFC
19-11-1993,78,Bahrain,BHR,0,20,2,AFC
19-11-1993,79,Jamaica,JAM,0,22,-3,CONCACAF
19-11-1993,80,Syria,SYR,0,20,1,AFC
19-11-1993,81,Niger,NIG,0,20,1,CAF
19-11-1993,82,Bermuda,BER,0,21,-4,CONCACAF
19-11-1993,83,Lithuania,LTU,0,18,2,UEFA
19-11-1993,84,Sierra Leone,SLE,0,20,-1,CAF
19-11-1993,85,Malta,MLT,0,19,-1,UEFA
19-11-1993,86,Madagascar,MAD,0,18,0,CAF
19-11-1993,87,Jordan,JOR,0,16,2,AFC
19-11-1993,88,Latvia,LVA,0,17,-1,UEFA
19-11-1993,89,Trinidad and Tobago,TRI,0,17,-1,CONCACAF
19-11-1993,90,Yemen,YEM,0,16,3,AFC
19-11-1993,91,Ethiopia,ETH,0,16,-1,CAF
19-11-1993,92,Ukraine,UKR,0,8,28,UEFA
19-11-1993,93,Albania,ALB,0,16,-2,UEFA
19-11-1993,94,Venezuela,VEN,0,15,0,CONMEBOL
19-11-1993,95,Uganda,UGA,0,15,1,CAF
19-11-1993,96,South Africa,RSA,0,15,-1,CAF
19-11-1993,97,Swaziland,SWZ,0,16,-5,CAF
19-11-1993,98,Angola,ANG,0,13,-1,CAF
19-11-1993,99,India,IND,0,13,1,AFC
19-11-1993,100,Oman,OMA,0,13,1,AFC
19-11-1993,101,Tanzania,TAN,0,13,-2,CAF
19-11-1993,102,Burundi,BDI,0,13,-4,CAF
19-11-1993,103,Congo,CGO,0,12,-1,CAF
19-11-1993,104,Indonesia,IDN,0,12,-1,AFC
19-11-1993,105,Mozambique,MOZ,0,12,-1,CAF
19-11-1993,106,Puerto Rico,PUR,0,12,-1,CONCACAF
19-11-1993,107,Fiji,FIJ,0,11,1,OFC
19-11-1993,108,Luxembourg,LUX,0,11,-2,UEFA
19-11-1993,109,Myanmar,MYA,0,11,0,AFC
19-11-1993,109,Estonia,EST,0,8,10,UEFA
19-11-1993,111,Lebanon,LIB,0,11,0,AFC
19-11-1993,112,Hong Kong,HKG,0,11,-2,AFC
19-11-1993,113,Barbados,BRB,0,11,-1,CONCACAF
19-11-1993,114,Togo,TOG,0,11,-8,CAF
19-11-1993,115,Faroe Islands,FRO,0,10,-2,UEFA
19-11-1993,116,Suriname,SUR,0,9,-1,CONCACAF
19-11-1993,117,Guatemala,GUA,0,9,-3,CONCACAF
19-11-1993,118,Sudan,SDN,0,9,-1,CAF
19-11-1993,119,Liberia,LBR,0,9,-3,CAF
19-11-1993,120,San Marino,SMR,0,8,2,UEFA
19-11-1993,121,Croatia,CRO,0,9,-3,UEFA
19-11-1993,122,Bangladesh,BAN,0,8,-1,AFC
19-11-1993,123,Burkina Faso,BFA,0,8,0,CAF
19-11-1993,124,Netherlands Antilles,ANT,0,7,0,CONCACAF
19-11-1993,125,St Vincent and the Grenadines,VIN,0,7,0,CONCACAF
19-11-1993,126,Benin,BEN,0,7,0,CAF
19-11-1993,127,Panama,PAN,0,6,1,CONCACAF
19-11-1993,128,Mauritius,MRI,0,6,-1,CAF
19-11-1993,129,Antigua and Barbuda,ATG,0,6,0,CONCACAF
19-11-1993,130,Slovenia,SVN,0,5,0,UEFA
19-11-1993,131,Vietnam,VIE,0,4,2,AFC
19-11-1993,132,Guinea-Bissau,GNB,0,5,-1,CAF
19-11-1993,133,Guyana,GUY,0,4,1,CONCACAF
19-11-1993,134,Belarus,BLR,0,5,-2,UEFA
19-11-1993,135,Lesotho,LES,0,4,0,CAF
19-11-1993,136,St Lucia,LCA,0,4,0,CONCACAF
19-11-1993,137,Botswana,BOT,0,4,0,CAF
19-11-1993,138,Tahiti,TAH,0,3,0,OFC
19-11-1993,139,Grenada,GRN,0,3,0,CONCACAF
19-11-1993,140,Haiti,HAI,0,3,0,CONCACAF
19-11-1993,141,Laos,LAO,0,2,0,AFC
19-11-1993,142,Cape Verde Islands,CPV,0,2,0,CAF
19-11-1993,143,Solomon Islands,SOL,0,1,2,OFC
19-11-1993,144,Mauritania,MTN,0,2,-1,CAF
19-11-1993,145,Pakistan,PAK,0,2,-1,AFC
19-11-1993,146,Slovakia,SVK,0,0,0,UEFA
19-11-1993,147,Brunei Darussalam,BRU,0,1,-1,AFC
19-11-1993,149,Libya,LBY,0,1,-1,CAF
19-11-1993,150,Dominican Republic,DOM,0,1,-1,CONCACAF
19-11-1993,151,Cayman Islands,CAY,0,0,5,CONCACAF
19-11-1993,152,Nicaragua,NCA,0,0,-2,CONCACAF
19-11-1993,153,Gambia,GAM,0,0,-1,CAF
19-11-1993,154,Namibia,NAM,0,0,1,CAF
19-11-1993,155,Seychelles,SEY,0,0,-2,CAF
19-11-1993,155,Cuba,CUB,0,0,-4,CONCACAF
19-11-1993,157,Central African Republic,CTA,0,0,-4,CAF
19-11-1993,158,Liechtenstein,LIE,0,0,-1,UEFA
19-11-1993,159,Chinese Taipei,TPE,0,0,-1,AFC
19-11-1993,159,Sri Lanka,SRI,0,0,0,AFC
19-11-1993,161,Equatorial Guinea,EQG,0,0,-2,CAF
19-11-1993,162,Nepal,NEP,0,0,-3,AFC
19-11-1993,163,Philippines,PHI,0,0,-1,AFC
19-11-1993,164,Vanuatu,VAN,0,0,-1,OFC
19-11-1993,165,Aruba,ARU,0,0,0,CONCACAF
19-11-1993,166,Chad,CHA,0,0,-2,CAF
19-11-1993,167,Bahamas,BAH,0,0,-1,CONCACAF
19-11-1993,167,Macau,MAC,0,0,-1,AFC
19-11-1993,167,Maldives,MDV,0,0,-1,AFC
23-12-1993,1,Germany,GER,0,58,2,UEFA
23-12-1993,2,Italy,ITA,0,59,-1,UEFA
23-12-1993,3,Brazil,BRA,0,58,1,CONMEBOL
23-12-1993,4,Norway,NOR,0,57,1,UEFA
23-12-1993,5,Spain,ESP,0,57,2,UEFA
23-12-1993,6,Denmark,DEN,0,57,0,UEFA
23-12-1993,7,Netherlands,NED,0,59,-5,UEFA
23-12-1993,8,Argentina,ARG,0,55,1,CONMEBOL
23-12-1993,9,Sweden,SWE,0,54,2,UEFA
23-12-1993,10,Republic of Ireland,IRL,0,54,3,UEFA
23-12-1993,11,England,ENG,0,56,-3,UEFA
23-12-1993,12,Switzerland,SUI,0,55,-3,UEFA
23-12-1993,13,Romania,ROU,0,54,-1,UEFA
23-12-1993,14,Russia,RUS,0,52,0,UEFA
23-12-1993,15,France,FRA,0,52,0,UEFA
23-12-1993,16,Mexico,MEX,0,51,1,CONCACAF
23-12-1993,17,Uruguay,URU,0,51,1,CONMEBOL
23-12-1993,18,Nigeria,NGA,0,51,-2,CAF
23-12-1993,19,RCS,TCH,0,49,0,UEFA
23-12-1993,20,Portugal,POR,0,49,0,UEFA
23-12-1993,21,Colombia,COL,0,48,0,CONMEBOL
23-12-1993,22,USA,USA,0,45,5,CONCACAF
23-12-1993,23,Cameroon,CMR,0,45,1,CAF
23-12-1993,24,Scotland,SCO,0,45,1,UEFA
23-12-1993,25,Belgium,BEL,0,47,-3,UEFA
23-12-1993,26,Egypt,EGY,0,43,5,CAF
23-12-1993,27,Zambia,ZAM,0,44,2,CAF
23-12-1993,28,Poland,POL,0,45,-2,UEFA
23-12-1993,29,Wales,WAL,0,44,-1,UEFA
23-12-1993,30,Morocco,MAR,0,43,0,CAF
23-12-1993,31,Bulgaria,BUL,0,46,-8,UEFA
23-12-1993,32,Tunisia,TUN,0,39,4,CAF
23-12-1993,33,Ivory Coast,CIV,0,40,1,CAF
23-12-1993,34,Greece,GRE,0,42,-2,UEFA
23-12-1993,35,Algeria,ALG,0,42,-2,CAF
23-12-1993,36,Austria,AUT,0,40,-1,UEFA
23-12-1993,37,Ghana,GHA,0,37,4,CAF
23-12-1993,38,Saudi Arabia,KSA,0,38,0,AFC
23-12-1993,39,Northern Ireland,NIR,0,37,3,UEFA
23-12-1993,40,Honduras,HON,0,37,0,CONCACAF
23-12-1993,41,Korea Republic,KOR,0,37,-2,AFC
23-12-1993,42,Costa Rica,CRC,0,38,-5,CONCACAF
23-12-1993,43,Japan,JPN,0,36,0,AFC
23-12-1993,44,Canada,CAN,0,35,4,CONCACAF
23-12-1993,45,Finland,FIN,0,36,-1,UEFA
23-12-1993,46,Zimbabwe,ZIM,0,36,0,CAF
23-12-1993,47,Iceland,ISL,0,36,-2,UEFA
23-12-1993,48,Ecuador,ECU,0,35,-1,CONMEBOL
23-12-1993,49,Australia,AUS,0,35,0,AFC
23-12-1993,50,Hungary,HUN,0,34,0,UEFA
23-12-1993,51,United Arab Emirates,UAE,0,32,4,AFC
23-12-1993,52,Turkey,TUR,0,33,-1,UEFA
23-12-1993,53,China PR,CHN,0,33,-1,AFC
23-12-1993,54,Qatar,QAT,0,32,0,AFC
23-12-1993,55,Chile,CHI,0,33,-2,CONMEBOL
23-12-1993,56,Senegal,SEN,0,30,7,CAF
23-12-1993,57,Israel,ISR,0,30,3,UEFA
23-12-1993,58,Bolivia,BOL,0,30,1,CONMEBOL
23-12-1993,59,IR Iran,IRN,0,31,-1,AFC
23-12-1993,60,Gabon,GAB,0,31,-4,CAF
23-12-1993,61,Paraguay,PAR,0,30,0,CONMEBOL
23-12-1993,62,Korea DPR,PRK,0,31,-5,AFC
23-12-1993,63,Guinea,GUI,0,30,-1,CAF
23-12-1993,64,Kuwait,KUW,0,29,0,AFC
23-12-1993,65,Iraq,IRQ,0,28,1,AFC
23-12-1993,66,El Salvador,SLV,0,29,-1,CONCACAF
23-12-1993,67,Malawi,MWI,0,26,2,CAF
23-12-1993,68,Yugoslavia,YUG,0,27,-1,UEFA
23-12-1993,69,Thailand,THA,0,26,-1,AFC
23-12-1993,70,Mali,MLI,0,23,5,CAF
23-12-1993,71,Zaire,ZAI,0,25,-1,CAF
23-12-1993,72,Cyprus,CYP,0,24,1,UEFA
23-12-1993,73,Peru,PER,0,24,-2,CONMEBOL
23-12-1993,74,Kenya,KEN,0,24,-2,CAF
23-12-1993,75,Singapore,SIN,0,23,-1,AFC
23-12-1993,76,Sierra Leone,SLE,0,19,8,CAF
23-12-1993,77,New Zealand,NZL,0,21,-1,OFC
23-12-1993,78,Bahrain,BHR,0,20,0,AFC
23-12-1993,79,Malaysia,MAS,0,21,-2,AFC
23-12-1993,80,Jamaica,JAM,0,20,-1,CONCACAF
23-12-1993,81,Niger,NIG,0,20,0,CAF
23-12-1993,82,Syria,SYR,0,20,-2,AFC
23-12-1993,83,Malta,MLT,0,18,2,UEFA
23-12-1993,84,Bermuda,BER,0,20,-2,CONCACAF
23-12-1993,85,Lithuania,LTU,0,19,-2,UEFA
23-12-1993,86,Latvia,LVA,0,17,2,UEFA
23-12-1993,87,Jordan,JOR,0,18,0,AFC
23-12-1993,88,Trinidad and Tobago,TRI,0,17,1,CONCACAF
23-12-1993,89,Madagascar,MAD,0,18,-3,CAF
23-12-1993,90,Ukraine,UKR,0,16,2,UEFA
23-12-1993,91,Yemen,YEM,0,16,-1,AFC
23-12-1993,92,Albania,ALB,0,15,1,UEFA
23-12-1993,93,Venezuela,VEN,0,15,1,CONMEBOL
23-12-1993,94,Uganda,UGA,0,15,1,CAF
23-12-1993,95,South Africa,RSA,0,15,1,CAF
23-12-1993,96,Ethiopia,ETH,0,16,-5,CAF
23-12-1993,97,Oman,OMA,0,13,3,AFC
23-12-1993,98,Tanzania,TAN,0,13,3,CAF
23-12-1993,99,Swaziland,SWZ,0,14,-2,CAF
23-12-1993,100,India,IND,0,13,-1,AFC
23-12-1993,101,Burundi,BDI,0,13,1,CAF
23-12-1993,102,Angola,ANG,0,13,-4,CAF
23-12-1993,103,Congo,CGO,0,12,0,CAF
23-12-1993,104,Mozambique,MOZ,0,12,1,CAF
23-12-1993,105,Puerto Rico,PUR,0,12,1,CONCACAF
23-12-1993,106,Indonesia,IDN,0,12,-2,AFC
23-12-1993,107,Fiji,FIJ,0,11,0,OFC
23-12-1993,108,Lebanon,LIB,0,11,3,AFC
23-12-1993,109,Estonia,EST,0,11,0,UEFA
23-12-1993,110,Myanmar,MYA,0,11,-1,AFC
23-12-1993,111,Luxembourg,LUX,0,11,-3,UEFA
23-12-1993,112,Hong Kong,HKG,0,11,0,AFC
23-12-1993,113,Togo,TOG,0,11,1,CAF
23-12-1993,114,Barbados,BRB,0,11,-1,CONCACAF
23-12-1993,115,Faroe Islands,FRO,0,10,0,UEFA
23-12-1993,116,Bangladesh,BAN,0,8,6,AFC
23-12-1993,117,Antigua and Barbuda,ATG,0,6,12,CONCACAF
23-12-1993,117,Suriname,SUR,0,9,-1,CONCACAF
23-12-1993,119,Sudan,SDN,0,9,-1,CAF
23-12-1993,120,Guatemala,GUA,0,9,-3,CONCACAF
23-12-1993,121,San Marino,SMR,0,8,-1,UEFA
23-12-1993,122,Croatia,CRO,0,8,-1,UEFA
23-12-1993,123,Liberia,LBR,0,8,-4,CAF
23-12-1993,124,Nepal,NEP,0,0,38,AFC
23-12-1993,125,Gambia,GAM,0,0,28,CAF
23-12-1993,126,Sri Lanka,SRI,0,0,33,AFC
23-12-1993,127,Burkina Faso,BFA,0,7,-4,CAF
23-12-1993,128,Netherlands Antilles,ANT,0,7,-4,CONCACAF
23-12-1993,129,St Vincent and the Grenadines,VIN,0,7,-4,CONCACAF
23-12-1993,130,Benin,BEN,0,7,-4,CAF
23-12-1993,131,Guinea-Bissau,GNB,0,4,1,CAF
23-12-1993,132,Panama,PAN,0,6,-5,CONCACAF
23-12-1993,133,Mauritius,MRI,0,6,-5,CAF
23-12-1993,134,Slovenia,SVN,0,5,-4,UEFA
23-12-1993,135,Vietnam,VIE,0,4,-4,AFC
23-12-1993,136,Guyana,GUY,0,4,-3,CONCACAF
23-12-1993,137,Belarus,BLR,0,4,-3,UEFA
23-12-1993,138,Lesotho,LES,0,4,-3,CAF
23-12-1993,139,St Lucia,LCA,0,4,-3,CONCACAF
23-12-1993,140,Botswana,BOT,0,4,-3,CAF
23-12-1993,141,Tahiti,TAH,0,3,-3,OFC
23-12-1993,142,Pakistan,PAK,0,1,3,AFC
23-12-1993,143,Grenada,GRN,0,3,-4,CONCACAF
23-12-1993,144,Mauritania,MTN,0,1,0,CAF
23-12-1993,145,Haiti,HAI,0,3,-5,CONCACAF
23-12-1993,146,Laos,LAO,0,2,-5,AFC
23-12-1993,147,Cape Verde Islands,CPV,0,2,-5,CAF
23-12-1993,148,Maldives,MDV,0,0,19,AFC
23-12-1993,149,Solomon Islands,SOL,0,1,-6,OFC
23-12-1993,150,Slovakia,SVK,0,1,-4,UEFA
23-12-1993,151,Brunei Darussalam,BRU,0,1,-4,AFC
23-12-1993,152,Libya,LBY,0,1,-3,CAF
23-12-1993,153,Dominican Republic,DOM,0,1,-3,CONCACAF
23-12-1993,154,Cayman Islands,CAY,0,1,-3,CONCACAF
23-12-1993,155,Nicaragua,NCA,0,0,-3,CONCACAF
23-12-1993,156,Namibia,NAM,0,0,-2,CAF
23-12-1993,157,Seychelles,SEY,0,0,-2,CAF
23-12-1993,157,Central African Republic,CTA,0,0,0,CAF
23-12-1993,159,Cuba,CUB,0,0,-4,CONCACAF
23-12-1993,160,Liechtenstein,LIE,0,0,-2,UEFA
23-12-1993,161,Chinese Taipei,TPE,0,0,-2,AFC
23-12-1993,162,Equatorial Guinea,EQG,0,0,-1,CAF
23-12-1993,163,Philippines,PHI,0,0,0,AFC
23-12-1993,164,Vanuatu,VAN,0,0,0,OFC
23-12-1993,165,Aruba,ARU,0,0,0,CONCACAF
23-12-1993,166,Chad,CHA,0,0,0,CAF
23-12-1993,166,St Kitts and Nevis,SKN,0,0,0,CONCACAF
23-12-1993,166,Macau,MAC,0,0,1,AFC
15-02-1994,1,Germany,GER,0,59,0,UEFA
15-02-1994,2,Brazil,BRA,0,58,1,CONMEBOL
15-02-1994,3,Netherlands,NED,0,56,4,UEFA
15-02-1994,4,Denmark,DEN,0,57,2,UEFA
15-02-1994,5,Norway,NOR,0,57,-1,UEFA
15-02-1994,6,Spain,ESP,0,57,-1,UEFA
15-02-1994,7,Italy,ITA,0,59,-5,UEFA
15-02-1994,8,Switzerland,SUI,0,53,4,UEFA
15-02-1994,9,Argentina,ARG,0,55,-1,CONMEBOL
15-02-1994,10,Sweden,SWE,0,54,-1,UEFA
15-02-1994,11,Republic of Ireland,IRL,0,54,-1,UEFA
15-02-1994,12,England,ENG,0,54,-1,UEFA
15-02-1994,13,Russia,RUS,0,52,1,UEFA
15-02-1994,14,France,FRA,0,51,1,UEFA
15-02-1994,15,Nigeria,NGA,0,51,3,CAF
15-02-1994,16,Uruguay,URU,0,51,1,CONMEBOL
15-02-1994,17,Mexico,MEX,0,51,-1,CONCACAF
15-02-1994,18,Romania,ROU,0,52,-5,UEFA
15-02-1994,19,Portugal,POR,0,48,1,UEFA
15-02-1994,20,Colombia,COL,0,47,1,CONMEBOL
15-02-1994,21,USA,USA,0,46,1,CONCACAF
15-02-1994,22,Egypt,EGY,0,44,4,CAF
15-02-1994,23,Bulgaria,BUL,0,44,8,UEFA
15-02-1994,24,Poland,POL,0,44,4,UEFA
15-02-1994,25,Scotland,SCO,0,45,-1,UEFA
15-02-1994,26,Belgium,BEL,0,45,-1,UEFA
15-02-1994,27,Wales,WAL,0,44,2,UEFA
15-02-1994,28,Morocco,MAR,0,44,2,CAF
15-02-1994,29,Cameroon,CMR,0,45,-6,CAF
15-02-1994,30,Zambia,ZAM,0,44,-3,CAF
15-02-1994,31,Ivory Coast,CIV,0,42,2,CAF
15-02-1994,32,Greece,GRE,0,42,2,UEFA
15-02-1994,33,Tunisia,TUN,0,43,-1,CAF
15-02-1994,34,Austria,AUT,0,39,2,UEFA
15-02-1994,35,Ghana,GHA,0,39,2,CAF
15-02-1994,36,Saudi Arabia,KSA,0,39,2,AFC
15-02-1994,37,Algeria,ALG,0,42,-2,CAF
15-02-1994,38,Northern Ireland,NIR,0,37,1,UEFA
15-02-1994,39,Costa Rica,CRC,0,37,3,CONCACAF
15-02-1994,40,Honduras,HON,0,37,0,CONCACAF
15-02-1994,41,Finland,FIN,0,36,4,UEFA
15-02-1994,42,Korea Republic,KOR,0,37,-1,AFC
15-02-1994,43,Japan,JPN,0,36,0,AFC
15-02-1994,44,Canada,CAN,0,36,0,CONCACAF
15-02-1994,45,Iceland,ISL,0,35,2,UEFA
15-02-1994,46,Zimbabwe,ZIM,0,35,0,CAF
15-02-1994,47,Australia,AUS,0,35,2,AFC
15-02-1994,48,Ecuador,ECU,0,35,0,CONMEBOL
15-02-1994,49,Hungary,HUN,0,34,1,UEFA
15-02-1994,50,China PR,CHN,0,33,3,AFC
15-02-1994,51,United Arab Emirates,UAE,0,33,0,AFC
15-02-1994,52,Turkey,TUR,0,33,0,UEFA
15-02-1994,53,Qatar,QAT,0,32,1,AFC
15-02-1994,54,Chile,CHI,0,31,1,CONMEBOL
15-02-1994,55,Bolivia,BOL,0,30,3,CONMEBOL
15-02-1994,56,Israel,ISR,0,30,1,UEFA
15-02-1994,57,IR Iran,IRN,0,30,2,AFC
15-02-1994,58,Slovakia,SVK,0,1,92,UEFA
15-02-1994,59,Paraguay,PAR,0,29,2,CONMEBOL
15-02-1994,60,Senegal,SEN,0,31,-4,CAF
15-02-1994,61,Mali,MLI,0,25,9,CAF
15-02-1994,62,Gabon,GAB,0,29,-2,CAF
15-02-1994,63,Korea DPR,PRK,0,29,-1,AFC
15-02-1994,64,Guinea,GUI,0,28,-1,CAF
15-02-1994,65,Kuwait,KUW,0,28,-1,AFC
15-02-1994,66,El Salvador,SLV,0,28,0,CONCACAF
15-02-1994,67,Iraq,IRQ,0,28,-2,AFC
15-02-1994,68,Malawi,MWI,0,26,-1,CAF
15-02-1994,69,Thailand,THA,0,25,0,AFC
15-02-1994,70,Yugoslavia,YUG,0,26,-2,UEFA
15-02-1994,71,Zaire,ZAI,0,25,0,CAF
15-02-1994,72,Sierra Leone,SLE,0,23,4,CAF
15-02-1994,73,Peru,PER,0,24,0,CONMEBOL
15-02-1994,74,Kenya,KEN,0,24,0,CAF
15-02-1994,75,Cyprus,CYP,0,24,-3,UEFA
15-02-1994,76,Singapore,SIN,0,23,-1,AFC
15-02-1994,77,Niger,NIG,0,20,4,CAF
15-02-1994,78,New Zealand,NZL,0,21,-1,OFC
15-02-1994,79,Bahrain,BHR,0,21,-1,AFC
15-02-1994,80,Oman,OMA,0,14,17,AFC
15-02-1994,81,Jamaica,JAM,0,20,-1,CONCACAF
15-02-1994,82,Syria,SYR,0,20,0,AFC
15-02-1994,83,Malta,MLT,0,19,0,UEFA
15-02-1994,84,Malaysia,MAS,0,20,-5,AFC
15-02-1994,85,Lithuania,LTU,0,19,0,UEFA
15-02-1994,86,Bermuda,BER,0,19,-2,CONCACAF
15-02-1994,87,Latvia,LVA,0,18,-1,UEFA
15-02-1994,88,Jordan,JOR,0,17,-1,AFC
